Ensembl_id,Human_gene,HGNC_id,Fly_gene,FBgn
ENSG00000124249,KCNK15,HGNC:13814,Task6,FBgn0038165
ENSG00000174501,ANKRD36C,HGNC:32946,pain,FBgn0060296
ENSG00000132514,CLEC10A,HGNC:16916,lectin-46Ca,FBgn0040093
ENSG00000128928,IVD,HGNC:6186,CG6638,FBgn0035911
ENSG00000167751,KLK2,HGNC:6363,Send2,FBgn0264253
ENSG00000183048,SLC25A10,HGNC:10980,Dic2,FBgn0038797
ENSG00000170260,ZNF212,HGNC:13004,CG10631,FBgn0032817
ENSG00000105464,GRIN2D,HGNC:4588,Ir76b,FBgn0036937
ENSG00000105464,GRIN2D,HGNC:4588,Ir7e,FBgn0259189
ENSG00000105464,GRIN2D,HGNC:4588,Ir75a,FBgn0036757
ENSG00000105464,GRIN2D,HGNC:4588,Ir75c,FBgn0261401
ENSG00000072682,P4HA2,HGNC:8547,CG31021,FBgn0051021
ENSG00000178234,GALNT11,HGNC:19875,CG7579,FBgn0036528
ENSG00000186009,ATP4B,HGNC:820,CG33310,FBgn0053310
ENSG00000125813,PAX1,HGNC:8615,Poxm,FBgn0003129
ENSG00000149403,GRIK4,HGNC:4582,GluRIB,FBgn0264000
ENSG00000149403,GRIK4,HGNC:4582,Ir76b,FBgn0036937
ENSG00000149403,GRIK4,HGNC:4582,Ir7e,FBgn0259189
ENSG00000149403,GRIK4,HGNC:4582,Ir75a,FBgn0036757
ENSG00000149403,GRIK4,HGNC:4582,Ir75c,FBgn0261401
ENSG00000129351,ILF3,HGNC:6038,Zn72D,FBgn0263603
ENSG00000175899,A2M,HGNC:7,Tep2,FBgn0041182
ENSG00000126215,XRCC3,HGNC:12830,spn-B,FBgn0003480
ENSG00000137869,CYP19A1,HGNC:2594,Cyp4ac1,FBgn0031693
ENSG00000108592,FTSJ3,HGNC:17136,CG8939,FBgn0030720
ENSG00000244731,C4A,HGNC:1323,Tep2,FBgn0041182
ENSG00000180917,CMTR2,HGNC:25635,aft,FBgn0026309
ENSG00000121413,ZSCAN18,HGNC:21037,CG12391,FBgn0033581
ENSG00000162714,ZNF496,HGNC:23713,CG12391,FBgn0033581
ENSG00000165061,ZMAT4,HGNC:25844,dbf,FBgn0287630
ENSG00000125505,MBOAT7,HGNC:15505,frj,FBgn0031815
ENSG00000129158,SERGEF,HGNC:17499,ca,FBgn0000247
ENSG00000166192,SENP8,HGNC:22992,Den1,FBgn0033716
ENSG00000086232,EIF2AK1,HGNC:24921,Wee1,FBgn0011737
ENSG00000105737,GRIK5,HGNC:4583,GluRIB,FBgn0264000
ENSG00000105737,GRIK5,HGNC:4583,Ir76b,FBgn0036937
ENSG00000105737,GRIK5,HGNC:4583,Ir7e,FBgn0259189
ENSG00000105737,GRIK5,HGNC:4583,Ir75a,FBgn0036757
ENSG00000105737,GRIK5,HGNC:4583,Ir75c,FBgn0261401
ENSG00000188921,HACD4,HGNC:20920,Hacd2,FBgn0032524
ENSG00000143365,RORC,HGNC:10260,Hr96,FBgn0015240
ENSG00000120500,ARR3,HGNC:710,Arr1,FBgn0000120
ENSG00000130561,SAG,HGNC:10521,Arr1,FBgn0000120
ENSG00000135926,TMBIM1,HGNC:23410,CG9722,FBgn0038209
ENSG00000271303,SRXN1,HGNC:16132,CG6762,FBgn0030876
ENSG00000115705,TPO,HGNC:12015,CG4009,FBgn0038469
ENSG00000115705,TPO,HGNC:12015,Pxd,FBgn0004577
ENSG00000175497,DPP10,HGNC:20823,CG3744,FBgn0039240
ENSG00000198785,GRIN3A,HGNC:16767,GluRIB,FBgn0264000
ENSG00000198785,GRIN3A,HGNC:16767,Ir76b,FBgn0036937
ENSG00000198785,GRIN3A,HGNC:16767,Ir7e,FBgn0259189
ENSG00000198785,GRIN3A,HGNC:16767,Ir75a,FBgn0036757
ENSG00000198785,GRIN3A,HGNC:16767,Ir75c,FBgn0261401
ENSG00000120708,TGFBI,HGNC:11771,Fas1,FBgn0285925
ENSG00000120708,TGFBI,HGNC:11771,mfas,FBgn0260745
ENSG00000117600,PLPPR4,HGNC:23496,wun2,FBgn0041087
ENSG00000117600,PLPPR4,HGNC:23496,CG11437,FBgn0037165
ENSG00000186377,CYP4X1,HGNC:20244,Cyp4ac1,FBgn0031693
ENSG00000134216,CHIA,HGNC:17432,Idgf3,FBgn0020414
ENSG00000134216,CHIA,HGNC:17432,Cda4,FBgn0052499
ENSG00000134216,CHIA,HGNC:17432,Idgf6,FBgn0013763
ENSG00000196890,H2BC26,HGNC:20514,His2B:CG33898,FBgn0053898
ENSG00000196890,H2BC26,HGNC:20514,His2B:CG33872,FBgn0053872
ENSG00000164961,WASHC5,HGNC:28984,Strump,FBgn0036571
ENSG00000170242,USP47,HGNC:20076,Usp47,FBgn0016756
ENSG00000117592,PRDX6,HGNC:16753,Prx2540-2,FBgn0033518
ENSG00000113712,CSNK1A1,HGNC:2451,CG7094,FBgn0032650
ENSG00000147874,HAUS6,HGNC:25948,dgt6,FBgn0039638
ENSG00000138593,SECISBP2L,HGNC:28997,Sbp2,FBgn0087039
ENSG00000148655,LRMDA,HGNC:23405,CG31274,FBgn0051274
ENSG00000171045,TSNARE1,HGNC:26437,Syx13,FBgn0036341
ENSG00000121297,TSHZ3,HGNC:30700,tsh,FBgn0003866
ENSG00000150712,MTMR12,HGNC:18191,CG3632,FBgn0030735
ENSG00000250782,TAF11L14,HGNC:53857,Taf11,FBgn0011291
ENSG00000036054,TBC1D23,HGNC:25622,TBC1D23,FBgn0031304
ENSG00000120910,PPP3CC,HGNC:9316,CanA-14F,FBgn0267912
ENSG00000078668,VDAC3,HGNC:12674,CG17139,FBgn0260454
ENSG00000129170,CSRP3,HGNC:2472,Mlp60A,FBgn0259209
ENSG00000067829,IDH3G,HGNC:5386,CG7755,FBgn0034105
ENSG00000166821,PEX11A,HGNC:8852,Pex11,FBgn0034058
ENSG00000150961,SEC24D,HGNC:10706,Sec24CD,FBgn0262126
ENSG00000186795,KCNK18,HGNC:19439,Task6,FBgn0038165
ENSG00000186795,KCNK18,HGNC:19439,CG34396,FBgn0085425
ENSG00000120860,WASHC3,HGNC:24256,CCDC53,FBgn0031979
ENSG00000197444,OGDHL,HGNC:25590,CG33791,FBgn0035240
ENSG00000264364,DYNLL2,HGNC:24596,Cdlc2,FBgn0026141
ENSG00000141540,TTYH2,HGNC:13877,CG3638,FBgn0261444
ENSG00000133063,CHIT1,HGNC:1936,Idgf3,FBgn0020414
ENSG00000133063,CHIT1,HGNC:1936,Cda4,FBgn0052499
ENSG00000133063,CHIT1,HGNC:1936,Cht10,FBgn0250907
ENSG00000133063,CHIT1,HGNC:1936,Cht12,FBgn0050293
ENSG00000133063,CHIT1,HGNC:1936,Idgf6,FBgn0013763
ENSG00000065357,DGKA,HGNC:2849,CG34384,FBgn0085413
ENSG00000221947,XKR9,HGNC:20937,CG18635,FBgn0034279
ENSG00000151575,TEX9,HGNC:29585,CG4681,FBgn0069913
ENSG00000124490,CRISP2,HGNC:12024,CG34002,FBgn0054002
ENSG00000124490,CRISP2,HGNC:12024,CG3640,FBgn0035042
ENSG00000124490,CRISP2,HGNC:12024,CG43776,FBgn0264298
ENSG00000124490,CRISP2,HGNC:12024,CG32313,FBgn0052313
ENSG00000139626,ITGB7,HGNC:6162,Itgbn,FBgn0010395
ENSG00000284234,TAF11L5,HGNC:53848,Taf11,FBgn0011291
ENSG00000196950,SLC39A10,HGNC:20861,foi,FBgn0024236
ENSG00000284283,TAF11L4,HGNC:53847,Taf11,FBgn0011291
ENSG00000173610,UGT2A1,HGNC:12542,Ugt35A1,FBgn0026315
ENSG00000173610,UGT2A1,HGNC:12542,Ugt35D1,FBgn0051002
ENSG00000173610,UGT2A1,HGNC:12542,Ugt49B1,FBgn0027073
ENSG00000173610,UGT2A1,HGNC:12542,Ugt37A1,FBgn0026756
ENSG00000173610,UGT2A1,HGNC:12542,Ugt49B2,FBgn0038886
ENSG00000173610,UGT2A1,HGNC:12542,Ugt303B1,FBgn0039086
ENSG00000173334,TRIB1,HGNC:16891,trbl,FBgn0028978
ENSG00000100092,SH3BP1,HGNC:10824,RhoGAP92B,FBgn0038747
ENSG00000182325,FBXL6,HGNC:13603,CG5003,FBgn0039554
ENSG00000022840,RNF10,HGNC:10055,CG12099,FBgn0035232
ENSG00000119899,SLC17A5,HGNC:10933,CG9254,FBgn0028513
ENSG00000119899,SLC17A5,HGNC:10933,CG9825,FBgn0034783
ENSG00000119899,SLC17A5,HGNC:10933,CG7881,FBgn0033048
ENSG00000173992,CCS,HGNC:1613,Ccs,FBgn0010531
ENSG00000100554,ATP6V1D,HGNC:13527,Vha36-3,FBgn0040377
ENSG00000141977,CIB3,HGNC:24580,Cib2,FBgn0034558
ENSG00000135930,EIF4E2,HGNC:3293,eIF4E7,FBgn0040368
ENSG00000135930,EIF4E2,HGNC:3293,eIF4E6,FBgn0039622
ENSG00000135930,EIF4E2,HGNC:3293,eIF4E5,FBgn0035823
ENSG00000166881,NEMP1,HGNC:29001,CG9723,FBgn0030768
ENSG00000284373,TAF11L2,HGNC:53845,Taf11,FBgn0011291
ENSG00000198879,SFMBT2,HGNC:20256,Sfmbt,FBgn0032475
ENSG00000175087,PDIK1L,HGNC:18981,Wee1,FBgn0011737
ENSG00000213619,NDUFS3,HGNC:7710,ND-30,FBgn0266582
ENSG00000154646,TMPRSS15,HGNC:9490,CG1632,FBgn0030027
ENSG00000118564,FBXL5,HGNC:13602,CG5003,FBgn0039554
ENSG00000197461,PDGFA,HGNC:8799,Pvf1,FBgn0030964
ENSG00000135111,TBX3,HGNC:11602,ocm,FBgn0266083
ENSG00000029153,BMAL2,HGNC:18984,Clk,FBgn0023076
ENSG00000152467,ZSCAN1,HGNC:23712,CG12391,FBgn0033581
ENSG00000140265,ZSCAN29,HGNC:26673,CG12391,FBgn0033581
ENSG00000197265,GTF2E2,HGNC:4651,TfIIEbeta,FBgn0015829
ENSG00000073146,MOV10L1,HGNC:7201,CG6701,FBgn0033889
ENSG00000137073,UBAP2,HGNC:14185,lig,FBgn0020279
ENSG00000135912,TTLL4,HGNC:28976,TTLL4A,FBgn0026147
ENSG00000197937,ZNF347,HGNC:16447,CG12942,FBgn0033569
ENSG00000197937,ZNF347,HGNC:16447,Sry-delta,FBgn0003512
ENSG00000111671,SPSB2,HGNC:29522,gus,FBgn0026238
ENSG00000065150,IPO5,HGNC:6402,Karybeta3,FBgn0087013
ENSG00000104313,EYA1,HGNC:3519,eya,FBgn0000320
ENSG00000105641,SLC5A5,HGNC:11040,CG9657,FBgn0029950
ENSG00000188981,MSANTD1,HGNC:33741,vers,FBgn0011335
ENSG00000100422,CERK,HGNC:19256,Sk1,FBgn0030300
ENSG00000155530,LRGUK,HGNC:21964,TbCMF46,FBgn0032163
ENSG00000155530,LRGUK,HGNC:21964,Ppr-Y,FBgn0046697
ENSG00000151665,PIGF,HGNC:8962,PIG-F,FBgn0036893
ENSG00000125877,ITPA,HGNC:6176,CG8891,FBgn0031663
ENSG00000150401,DCUN1D2,HGNC:20328,SCCRO,FBgn0036510
ENSG00000180596,H2BC4,HGNC:4757,His2B:CG33898,FBgn0053898
ENSG00000180596,H2BC4,HGNC:4757,His2B:CG33872,FBgn0053872
ENSG00000185130,H2BC13,HGNC:4748,His2B:CG33898,FBgn0053898
ENSG00000185130,H2BC13,HGNC:4748,His2B:CG33872,FBgn0053872
ENSG00000131386,GALNT15,HGNC:21531,CG7579,FBgn0036528
ENSG00000196247,ZNF107,HGNC:12887,CG12942,FBgn0033569
ENSG00000196247,ZNF107,HGNC:12887,Sry-delta,FBgn0003512
ENSG00000241635,UGT1A1,HGNC:12530,Ugt35A1,FBgn0026315
ENSG00000241635,UGT1A1,HGNC:12530,Ugt35D1,FBgn0051002
ENSG00000241635,UGT1A1,HGNC:12530,Ugt49B1,FBgn0027073
ENSG00000241635,UGT1A1,HGNC:12530,Ugt37A1,FBgn0026756
ENSG00000241635,UGT1A1,HGNC:12530,Ugt49B2,FBgn0038886
ENSG00000241635,UGT1A1,HGNC:12530,Ugt303B1,FBgn0039086
ENSG00000197658,SLC22A24,HGNC:28542,CG5592,FBgn0035645
ENSG00000197658,SLC22A24,HGNC:28542,CG10486,FBgn0035647
ENSG00000065717,TLE2,HGNC:11838,gro,FBgn0001139
ENSG00000167685,ZNF444,HGNC:16052,CG12391,FBgn0033581
ENSG00000230797,YY2,HGNC:31684,phol,FBgn0035997
ENSG00000119777,TMEM214,HGNC:25983,CG33129,FBgn0053129
ENSG00000197497,ZNF665,HGNC:25885,CG12942,FBgn0033569
ENSG00000197497,ZNF665,HGNC:25885,Sry-delta,FBgn0003512
ENSG00000178467,P4HTM,HGNC:28858,CG32201,FBgn0052201
ENSG00000178467,P4HTM,HGNC:28858,PH4alphaSG1,FBgn0051014
ENSG00000178467,P4HTM,HGNC:28858,PH4alphaSG2,FBgn0039779
ENSG00000178467,P4HTM,HGNC:28858,CG31021,FBgn0051021
ENSG00000183779,ZNF703,HGNC:25883,elB,FBgn0004858
ENSG00000143257,NR1I3,HGNC:7969,Hr96,FBgn0015240
ENSG00000136535,TBR1,HGNC:11590,ocm,FBgn0266083
ENSG00000276345,,,mRpL23,FBgn0035335
ENSG00000166145,SPINT1,HGNC:11246,CG7565,FBgn0035833
ENSG00000135677,GNS,HGNC:4422,CG32191,FBgn0052191
ENSG00000198793,MTOR,HGNC:3942,Tor,FBgn0021796
ENSG00000091164,TXNL1,HGNC:12436,Txl,FBgn0035631
ENSG00000147536,GINS4,HGNC:28226,Sld5,FBgn0039403
ENSG00000108389,MTMR4,HGNC:7452,CG3632,FBgn0030735
ENSG00000089060,SLC8B1,HGNC:26175,CG5348,FBgn0034156
ENSG00000100207,TCF20,HGNC:11631,CG5098,FBgn0034300
ENSG00000107902,LHPP,HGNC:30042,CG15739,FBgn0030347
ENSG00000158516,CPA2,HGNC:2297,CG14820,FBgn0035718
ENSG00000134294,SLC38A2,HGNC:13448,CG32079,FBgn0052079
ENSG00000134294,SLC38A2,HGNC:13448,CG4991,FBgn0030817
ENSG00000184557,SOCS3,HGNC:19391,Socs36E,FBgn0041184
ENSG00000141040,ZNF287,HGNC:13502,CG15269,FBgn0028878
ENSG00000168874,ATOH8,HGNC:24126,net,FBgn0002931
ENSG00000161944,ASGR2,HGNC:743,lectin-46Ca,FBgn0040093
ENSG00000183337,BCOR,HGNC:20893,CG14073,FBgn0036814
ENSG00000008394,MGST1,HGNC:7061,CG33178,FBgn0053178
ENSG00000067113,PLPP1,HGNC:9228,wun2,FBgn0041087
ENSG00000067113,PLPP1,HGNC:9228,CG11437,FBgn0037165
ENSG00000165671,NSD1,HGNC:14234,G9a,FBgn0040372
ENSG00000180182,MED14,HGNC:2370,MED14,FBgn0035145
ENSG00000010626,LRRC23,HGNC:19138,TbCMF46,FBgn0032163
ENSG00000010626,LRRC23,HGNC:19138,Ppr-Y,FBgn0046697
ENSG00000147862,NFIB,HGNC:7785,NfI,FBgn0042696
ENSG00000185112,FAM43A,HGNC:26888,Dab,FBgn0000414
ENSG00000173432,SAA1,HGNC:10513,CG30467,FBgn0050467
ENSG00000121075,TBX4,HGNC:11603,ocm,FBgn0266083
ENSG00000197213,ZSCAN5B,HGNC:34246,CG12391,FBgn0033581
ENSG00000163558,PRKCI,HGNC:9404,Pkcdelta,FBgn0259680
ENSG00000163558,PRKCI,HGNC:9404,Pkc53E,FBgn0003091
ENSG00000204371,EHMT2,HGNC:14129,G9a,FBgn0040372
ENSG00000185274,GALNT17,HGNC:16347,CG7579,FBgn0036528
ENSG00000125386,FAM193A,HGNC:16822,CG7518,FBgn0038108
ENSG00000185825,BCAP31,HGNC:16695,CG13887,FBgn0035165
ENSG00000278057,TEX28,HGNC:2563,Dmtn,FBgn0037443
ENSG00000105245,NUMBL,HGNC:8061,Dab,FBgn0000414
ENSG00000214706,IFRD2,HGNC:5457,CG31694,FBgn0051694
ENSG00000065268,WDR18,HGNC:17956,CG14805,FBgn0023514
ENSG00000135127,BICDL1,HGNC:28095,CG32137,FBgn0052137
ENSG00000163660,CCNL1,HGNC:20569,CycH,FBgn0022936
ENSG00000198840,MT-ND3,HGNC:7458,mt:ND3,FBgn0013681
ENSG00000173406,DAB1,HGNC:2661,Dab,FBgn0000414
ENSG00000130177,CDC16,HGNC:1720,Cdc16,FBgn0025781
ENSG00000084093,REST,HGNC:9966,CG12391,FBgn0033581
ENSG00000110074,FOXRED1,HGNC:26927,l(2)37Bb,FBgn0002021
ENSG00000156587,UBE2L6,HGNC:12490,Ubc10,FBgn0026316
ENSG00000156587,UBE2L6,HGNC:12490,CG2924,FBgn0023528
ENSG00000143127,ITGA10,HGNC:6135,scb,FBgn0286785
ENSG00000143127,ITGA10,HGNC:6135,ItgaPS4,FBgn0034005
ENSG00000196850,PPTC7,HGNC:30695,CG15035,FBgn0029949
ENSG00000089558,KCNH4,HGNC:6253,Elk,FBgn0011589
ENSG00000089558,KCNH4,HGNC:6253,CG6026,FBgn0038676
ENSG00000259916,AQP7B,HGNC:53895,Eglp1,FBgn0034882
ENSG00000185043,CIB1,HGNC:16920,CG14362,FBgn0038186
ENSG00000008438,PGLYRP1,HGNC:8904,PGRP-SB2,FBgn0043577
ENSG00000169035,KLK7,HGNC:6368,CG31269,FBgn0051269
ENSG00000169035,KLK7,HGNC:6368,CG32808,FBgn0052808
ENSG00000169035,KLK7,HGNC:6368,CG17404,FBgn0038001
ENSG00000169035,KLK7,HGNC:6368,CG12256,FBgn0038002
ENSG00000169035,KLK7,HGNC:6368,CG4053,FBgn0038482
ENSG00000078808,SDF4,HGNC:24188,CG31475,FBgn0051475
ENSG00000213759,UGT2B11,HGNC:12545,Ugt35B1,FBgn0026314
ENSG00000213759,UGT2B11,HGNC:12545,Ugt302C1,FBgn0040259
ENSG00000213759,UGT2B11,HGNC:12545,Ugt35E1,FBgn0040253
ENSG00000213759,UGT2B11,HGNC:12545,Ugt37C2,FBgn0040262
ENSG00000213759,UGT2B11,HGNC:12545,Ugt303A1,FBgn0040252
ENSG00000213759,UGT2B11,HGNC:12545,Ugt303B3,FBgn0039085
ENSG00000213759,UGT2B11,HGNC:12545,Ugt37A3,FBgn0038083
ENSG00000213759,UGT2B11,HGNC:12545,Ugt37B1,FBgn0026755
ENSG00000213759,UGT2B11,HGNC:12545,Ugt36F1,FBgn0027074
ENSG00000213759,UGT2B11,HGNC:12545,Ugt37E1,FBgn0040261
ENSG00000114251,WNT5A,HGNC:12784,Wnt2,FBgn0004360
ENSG00000125820,NKX2-2,HGNC:7835,scro,FBgn0287186
ENSG00000178015,GPR150,HGNC:23628,AkhR,FBgn0025595
ENSG00000156697,UTP14A,HGNC:10665,CG12301,FBgn0036514
ENSG00000114948,ADAM23,HGNC:202,kuz,FBgn0259984
ENSG00000184544,DHRS7C,HGNC:32423,CG7601,FBgn0027583
ENSG00000173660,UQCRH,HGNC:12590,UQCR-11,FBgn0260008
ENSG00000101187,SLCO4A1,HGNC:10953,Oatp26F,FBgn0051634
ENSG00000100038,TOP3B,HGNC:11993,Top3beta,FBgn0026015
ENSG00000117394,SLC2A1,HGNC:11005,CG14606,FBgn0037485
ENSG00000117394,SLC2A1,HGNC:11005,Glut3,FBgn0015230
ENSG00000117394,SLC2A1,HGNC:11005,CG42825,FBgn0262007
ENSG00000117394,SLC2A1,HGNC:11005,CG7882,FBgn0033047
ENSG00000117394,SLC2A1,HGNC:11005,CG33282,FBgn0053282
ENSG00000117394,SLC2A1,HGNC:11005,CG8837,FBgn0031520
ENSG00000117394,SLC2A1,HGNC:11005,CG4607,FBgn0029932
ENSG00000163444,TMEM183A,HGNC:20173,fsd,FBgn0033813
ENSG00000184611,KCNH7,HGNC:18863,Elk,FBgn0011589
ENSG00000184611,KCNH7,HGNC:18863,CG6026,FBgn0038676
ENSG00000139505,MTMR6,HGNC:7453,CG14411,FBgn0030582
ENSG00000108599,AKAP10,HGNC:368,pkaap,FBgn0040079
ENSG00000203883,SOX18,HGNC:11194,Sox21a,FBgn0036411
ENSG00000203883,SOX18,HGNC:11194,Sox14,FBgn0005612
ENSG00000213965,NUDT19,HGNC:32036,CG18094,FBgn0032791
ENSG00000101350,KIF3B,HGNC:6320,Klp68D,FBgn0004381
ENSG00000105419,MEIS3,HGNC:29537,achi,FBgn0033749
ENSG00000182557,SPNS3,HGNC:28433,spin,FBgn0086676
ENSG00000118194,TNNT2,HGNC:11949,up,FBgn0004169
ENSG00000131686,CA6,HGNC:1380,CAH13,FBgn0033542
ENSG00000131686,CA6,HGNC:1380,CAH15,FBgn0034560
ENSG00000131686,CA6,HGNC:1380,CAH14,FBgn0034554
ENSG00000172731,LRRC20,HGNC:23421,Sclp,FBgn0030357
ENSG00000067334,DNTTIP2,HGNC:24013,CG1142,FBgn0037504
ENSG00000198795,ZNF521,HGNC:24605,CG12769,FBgn0033252
ENSG00000104728,ARHGEF10,HGNC:14103,CG43658,FBgn0263706
ENSG00000011332,DPF1,HGNC:20225,tth,FBgn0030502
ENSG00000125818,PSMF1,HGNC:9571,PI31,FBgn0033669
ENSG00000110921,MVK,HGNC:7530,CG33671,FBgn0061359
ENSG00000099998,GGT5,HGNC:4260,CG1492,FBgn0030361
ENSG00000099998,GGT5,HGNC:4260,CG4829,FBgn0030796
ENSG00000214491,SEC14L6,HGNC:40047,retm,FBgn0031814
ENSG00000048649,RSF1,HGNC:18118,tth,FBgn0030502
ENSG00000173889,PHC3,HGNC:15682,ph-d,FBgn0004860
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4d2,FBgn0011576
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4p3,FBgn0033397
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4c3,FBgn0015032
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4p1,FBgn0015037
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4d8,FBgn0015033
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4d20,FBgn0035344
ENSG00000142973,CYP4B1,HGNC:2644,Cyp4aa1,FBgn0034053
ENSG00000073060,SCARB1,HGNC:1664,CG10345,FBgn0027562
ENSG00000119718,EIF2B2,HGNC:3258,eIF2Bbeta,FBgn0024996
ENSG00000229859,PGA3,HGNC:8885,Bace,FBgn0032049
ENSG00000229859,PGA3,HGNC:8885,CG33128,FBgn0053128
ENSG00000165406,MARCHF8,HGNC:23356,CG4080,FBgn0035983
ENSG00000288705,UGT1A5,HGNC:12537,Ugt35B1,FBgn0026314
ENSG00000288705,UGT1A5,HGNC:12537,Ugt302C1,FBgn0040259
ENSG00000288705,UGT1A5,HGNC:12537,Ugt35E1,FBgn0040253
ENSG00000288705,UGT1A5,HGNC:12537,Ugt37C2,FBgn0040262
ENSG00000288705,UGT1A5,HGNC:12537,Ugt303A1,FBgn0040252
ENSG00000288705,UGT1A5,HGNC:12537,Ugt303B3,FBgn0039085
ENSG00000288705,UGT1A5,HGNC:12537,Ugt37A3,FBgn0038083
ENSG00000288705,UGT1A5,HGNC:12537,Ugt37B1,FBgn0026755
ENSG00000288705,UGT1A5,HGNC:12537,Ugt36F1,FBgn0027074
ENSG00000288705,UGT1A5,HGNC:12537,Ugt37E1,FBgn0040261
ENSG00000056097,ZFR,HGNC:17277,loqs,FBgn0032515
ENSG00000164638,SLC29A4,HGNC:23097,Ent3,FBgn0036319
ENSG00000205857,NANOGNB,HGNC:24958,Rim,FBgn0053547
ENSG00000166596,CFAP52,HGNC:16053,CG10064,FBgn0035724
ENSG00000187164,SHTN1,HGNC:29319,Frl,FBgn0267795
ENSG00000107331,ABCA2,HGNC:32,ABCA,FBgn0031170
ENSG00000107331,ABCA2,HGNC:32,CG6052,FBgn0036747
ENSG00000107331,ABCA2,HGNC:32,Eato,FBgn0028539
ENSG00000198125,MB,HGNC:6915,glob1,FBgn0027657
ENSG00000172828,CES3,HGNC:1865,alpha-Est4,FBgn0015572
ENSG00000172828,CES3,HGNC:1865,alpha-Est6,FBgn0015574
ENSG00000172828,CES3,HGNC:1865,alpha-Est5,FBgn0261393
ENSG00000127920,GNG11,HGNC:4403,Ggamma1,FBgn0004921
ENSG00000163485,ADORA1,HGNC:262,AdoR,FBgn0039747
ENSG00000116260,QSOX1,HGNC:9756,Qsox4,FBgn0051413
ENSG00000116260,QSOX1,HGNC:9756,Qsox3,FBgn0038918
ENSG00000116260,QSOX1,HGNC:9756,Qsox2,FBgn0038919
ENSG00000197361,FBXL22,HGNC:27537,FipoQ,FBgn0039667
ENSG00000156011,PSD3,HGNC:19093,siz,FBgn0026179
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4d2,FBgn0011576
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4p3,FBgn0033397
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4c3,FBgn0015032
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4p1,FBgn0015037
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4d8,FBgn0015033
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4d20,FBgn0035344
ENSG00000186160,CYP4Z1,HGNC:20583,Cyp4aa1,FBgn0034053
ENSG00000177034,MTX3,HGNC:24812,CG9393,FBgn0037710
ENSG00000165209,STRBP,HGNC:16462,loqs,FBgn0032515
ENSG00000151615,POU4F2,HGNC:9219,acj6,FBgn0000028
ENSG00000160211,G6PD,HGNC:4057,Zw,FBgn0004057
ENSG00000187714,SLC18A3,HGNC:10936,VAChT,FBgn0270928
ENSG00000108932,SLC16A6,HGNC:10927,CG8468,FBgn0033913
ENSG00000108932,SLC16A6,HGNC:10927,CG14196,FBgn0031002
ENSG00000108932,SLC16A6,HGNC:10927,out,FBgn0259834
ENSG00000108932,SLC16A6,HGNC:10927,CG13907,FBgn0035173
ENSG00000284770,TBCE,HGNC:11582,Tbce,FBgn0033055
ENSG00000130175,PRKCSH,HGNC:9411,GCS2beta,FBgn0032643
ENSG00000242366,UGT1A8,HGNC:12540,Ugt35B1,FBgn0026314
ENSG00000242366,UGT1A8,HGNC:12540,Ugt302C1,FBgn0040259
ENSG00000242366,UGT1A8,HGNC:12540,Ugt35E1,FBgn0040253
ENSG00000242366,UGT1A8,HGNC:12540,Ugt37C2,FBgn0040262
ENSG00000242366,UGT1A8,HGNC:12540,Ugt303A1,FBgn0040252
ENSG00000242366,UGT1A8,HGNC:12540,Ugt303B3,FBgn0039085
ENSG00000242366,UGT1A8,HGNC:12540,Ugt37A3,FBgn0038083
ENSG00000242366,UGT1A8,HGNC:12540,Ugt37B1,FBgn0026755
ENSG00000242366,UGT1A8,HGNC:12540,Ugt36F1,FBgn0027074
ENSG00000242366,UGT1A8,HGNC:12540,Ugt37E1,FBgn0040261
ENSG00000120616,EPC1,HGNC:19876,E(Pc),FBgn0000581
ENSG00000133812,SBF2,HGNC:2135,CG14411,FBgn0030582
ENSG00000135521,LTV1,HGNC:21173,LTV1,FBgn0027525
ENSG00000103326,CAPN15,HGNC:11182,sol,FBgn0003464
ENSG00000075290,WNT8B,HGNC:12789,Wnt2,FBgn0004360
ENSG00000177042,TMEM80,HGNC:27453,TMEM216,FBgn0037614
ENSG00000143320,CRABP2,HGNC:2339,fabp,FBgn0037913
ENSG00000188064,WNT7B,HGNC:12787,Wnt2,FBgn0004360
ENSG00000104067,TJP1,HGNC:11827,pyd,FBgn0262614
ENSG00000010072,SPRTN,HGNC:25356,mh,FBgn0267977
ENSG00000099960,SLC7A4,HGNC:11062,CG5535,FBgn0036764
ENSG00000185823,NPAP1,HGNC:1190,Nup153,FBgn0061200
ENSG00000102753,KPNA3,HGNC:6396,alphaKap4,FBgn0035657
ENSG00000169047,IRS1,HGNC:6125,chico,FBgn0024248
ENSG00000044574,HSPA5,HGNC:5238,Hsc70-3,FBgn0001218
